overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,Total_Frequency,star_signAquarius,star_signAries,star_signCancer,star_signCapricorn,star_signGemini,star_signLeo,star_signLibra,star_signPisces,star_signSagittarius,star_signScopio,star_signTaurus,star_signVirgo
72,74,54,71,70,77,60,58,57,64,69,70,54,56,48,77,60,77,47,64,84,67,80,69,81,81,67,54,62,55,0.3125,0,0,0,0,0,0,1,0,0,0,0,0
63,65,43,28,63,64,47.26756716,43,43.95668399,38,60,58,52,63,60.00507217,53,65.77247951,58,66.50362229,56,71,58,62,68,66,57.46172969,64,62,67,65.75977742,0.357142857,0,0,0,0,0,0,0,0,0,0,0,1
71,74,64,67,68,66,62,67,65,68,68,70,68,75,65,56,70,79,59,76,73,77,85,68,76,75,59,78,77,68,0.321428571,0,0,0,0,0,0,0,1,0,0,0,0
65,69,54,53,57,69,32,60,32,53,66,67,64,68,70,65,74,67,70,69,65,61,65,64,61,70,58,42,51,50,0.5,0,0,1,0,0,0,0,0,0,0,0,0
79,83,81,66,57,80,78,82,80,77,74,83,79,80,76,77,74,87,59,81,69,83,65,60,74,80,80,48,56,57,0.397849462,0,0,0,0,0,0,0,1,0,0,0,0
70,72,24,24,23,36,16.43976167,40,15.07329749,19,66,21,24,38,51.27498314,82,59.09931674,23,71.82611885,53,64,17,60,49,40,34.11122242,47,23,36,15.00810456,0,0,0,0,0,0,1,0,0,0,0,0,0
66,68,65,52,60,71,52,66,60,68,69,70,67,63,70,67,72,67,78,74,62,65,70,58,54,70,58,57,60,58,0.25,0,0,0,0,0,0,0,1,0,0,0,0
57,63,58,30,34,52,40.37347083,45,42.58169929,34,36,53,74,67,67.15228707,52,70.88731665,38,64.70805141,69,70,36,71,58,57,51.49058734,54,59,60,57.41677513,0,0,0,0,0,0,0,1,0,0,0,0,0
70,72,49,38,71,65,34,49,20,36,56,61,52,53,55,67,64,53,72,65,74,42,70,72,58,53,55,69,73,74,0.344444444,0,0,0,0,0,1,0,0,0,0,0,0
72,73,73,67,55,72,61,73,76,74,64,75,75,70,75,71,75,75,68,72,59,71,60,45,69,72,68,46,43,37,0.377777778,1,0,0,0,0,0,0,0,0,0,0,0
62,65,28,26,20,35,19.4630281,20,19.664037,28,63,24,40,38,48.5666835,72,45.66279865,36,61.90604055,55,60,20,63,52,28,35.55178714,44,25,35,22.26033398,0,1,0,0,0,0,0,0,0,0,0,0,0
58,61,24,17,56,40,38,28,39,31,40,40,59,59,47,44,74,24,63,69,73,20,60,55,43,48,39,57,60,62,0.391304348,0,0,0,0,0,0,0,0,0,0,0,1
63,68,65,40,63,59,42.16855552,65,50.28597034,37,54,58,62,63,59.28680426,57,66.09272398,65,69.78264345,72,75,20,68,68,67,55.08742407,52,60,60,61.58120254,0,0,0,0,0,1,0,0,0,0,0,0,0
75,78,70,65,64,78,65,74,72,59,75,76,67,70,73,74,68,73,73,78,73,72,75,76,74,78,68,68,71,65,0.470588235,1,0,0,0,0,0,0,0,0,0,0,0
74,75,74,62,53,66,58,70,66,69,68,74,82,86,79,74,78,84,78,83,78,74,78,70,73,63,63,57,63,67,0.431818182,0,0,0,0,0,0,1,0,0,0,0,0
67,69,66,34,56,65,37,55,50,63,55,59,73,68,59,74,71,73,69,78,66,70,74,53,59,66,56,65,72,70,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0
63,64,18,18,21,23,14,17,10,11,45,22,31,33,46,74,37,22,73,35,59,17,62,35,21,41,35,12,10,9,0,0,1,0,0,0,0,0,0,0,0,0,0
70,71,48,48,71,52,43,55,28,51,60,59,64,63,64,62,64,50,78,68,74,62,65,67,54,60,61,69,70,78,0.2,0,0,0,1,0,0,0,0,0,0,0,0
65,71,51,51,57,68,54.77517547,68,56.23529331,53,59,69,70,72,70.05904192,69,72.21417102,58,69.70383469,71,67,49,64,63,69,64.09031722,66,59,51,56.90676729,0.3125,0,0,0,0,0,0,0,0,0,0,0,1
61,62,52,44,53,58,39.90331504,46,43.77735049,55,45,61,66,67,64.28515502,62,63.52346299,51,65.03775497,68,68,52,63,52,56,56.20334241,59,63,62,62.86493581,0,0,0,0,0,0,1,0,0,0,0,0,0
62,63,65,44,55,59,41,52,48,60,55,58,62,55,67,64,75,52,70,59,64,53,68,68,43,57,39,65,66,64,0.405405405,0,0,0,0,0,0,0,1,0,0,0,0
70,75,62,59,46,74,61,71,58,59,70,74,76,75,73,68,71,65,66,76,60,62,69,55,68,73,29,63,63,58,0.416666667,0,0,0,0,0,0,0,0,0,0,0,1
63,64,63,44,53,61,44,61,26,44,59,63,67,63,65,63,72,65,71,67,62,39,66,66,57,56,48,61,63,63,0.458333333,0,0,0,0,0,0,0,0,0,0,0,1
68,68,48,53,68,63,53,46,17,42,61,57,62,61,64,65,73,62,75,70,75,51,66,73,65,63,69,66,67,65,0.5,0,0,0,0,0,0,0,1,0,0,0,0
67,71,68,36,51,62,53,60,70,64,60,64,69,70,69,67,73,67,69,73,71,61,76,76,65,72,70,67,71,73,0.4,0,0,0,0,0,0,0,0,1,0,0,0
66,68,53,57,63,66,46,56,31,49,58,66,63,62,61,61,69,63,69,70,72,64,60,64,62,66,53,63,65,67,0.269230769,0,0,0,0,1,0,0,0,0,0,0,0
67,71,68,52,41,74,56.70342693,65,66.62317585,76,64,69,62,64,60.22985513,68,74.07572054,72,63.58696575,67,62,64,54,76,70,68.04933898,68,63,63,60.06306297,0.166666667,0,0,1,0,0,0,0,0,0,0,0,0
67,69,64,67,66,61,62,68,58,45,53,64,69,66,74,80,67,67,76,53,58,51,57,36,67,66,62,32,34,41,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0
67,72,49,57,67,73,49,63,63,48,68,69,63,66,57,68,63,71,66,74,68,63,73,71,57,65,50,62,67,67,0.384615385,0,0,0,0,0,0,0,1,0,0,0,0
62,66,27,44,60,48,37.91363134,41,44.15188997,62,44,32,61,63,53.93039997,60,61.09580872,45,70.48316517,63,67,44,80,70,67,56.12235449,52,59,62,60.94632951,0.166666667,0,0,0,0,0,0,0,0,0,1,0,0
66,68,68,50,60,64,47,58,47,53,65,61,68,66,68,64,73,68,62,68,69,63,68,66,64,68,67,67,66,69,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0
64,68,36,45,73,51,39.84602958,45,43.23745905,42,50,46,63,63,58.55699612,58,66.12602746,45,66.87282453,75,74,54,65,65,66,52.79083782,55,63,64,62.37548617,0,0,0,0,0,0,0,0,1,0,0,0,0
69,70,39,40,71,51,39,44,41,62,41,53,57,57,52,66,62,53,79,54,80,41,70,67,36,56,46,71,68,67,0.370689655,0,0,0,1,0,0,0,0,0,0,0,0
64,69,50,45,51,64,50,52,49,61,65,63,70,66,65,67,65,67,73,71,69,66,70,67,60,69,65,59,62,58,0.25,0,0,0,0,0,1,0,0,0,0,0,0
64,68,61,53,57,64,43.81610899,58,55.62677495,46,55,64,70,69,65.90260668,62,63.99765968,51,64.3905283,69,66,68,65,58,64,56.55983166,62,64,66,57.74005358,0,0,0,0,1,0,0,0,0,0,0,0,0
69,71,65,57,65,67,51,61,50,65,62,67,73,67,61,73,82,58,72,77,83,56,76,73,63,69,72,62,63,62,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0
64,64,50,40,58,58,55,54,30,70,50,58,73,76,71,70,74,60,55,78,73,72,67,67,38,56,78,63,66,65,0.357142857,1,0,0,0,0,0,0,0,0,0,0,0
73,75,64,76,88,67,69,68,42,46,58,76,70,70,58,69,75,73,77,73,74,58,73,68,79,60,68,33,37,11,0,0,0,0,0,1,0,0,0,0,0,0,0
65,67,61,59,35,64,61,69,51,58,56,68,73,75,73,72,53,57,65,65,39,62,36,50,57,58,59,26,29,38,0.285714286,0,0,0,0,0,0,0,0,0,0,1,0
65,71,16,17,21,24,17,20,14,13,33,22,44,42,43,67,45,42,68,44,64,16,43,28,22,30,38,18,20,22,0.5,0,0,0,0,0,0,0,1,0,0,0,0
67,69,43,68,77,54,62,57,49,42,44,62,58,61,41,65,52,75,69,61,85,63,47,37,65,41,54,20,20,18,0.5,0,0,0,0,0,0,0,0,0,0,0,1
72,75,59,74,65,69,65,71,58,45,49,71,84,87,78,73,76,72,71,66,64,66,43,47,68,70,64,24,23,22,0.369565217,0,0,0,0,0,0,0,0,1,0,0,0
64,64,52,65,66,59,58,64,51,44,50,60,63,62,70,62,61,65,70,68,70,64,59,48,61,56,61,22,30,18,0.289473684,0,0,0,0,0,0,0,0,0,1,0,0
73,75,50,21,79,57,32,55,41,57,54,63,67,66,69,67,55,72,75,70,82,44,64,73,29,60,29,76,76,73,0.5,0,0,0,0,0,0,0,0,1,0,0,0
58,61,60,58,45,62,61,61,51,57,54,64,60,56,68,56,74,58,68,69,59,48,51,46,45,59,44,52,55,57,0,0,0,0,0,0,0,1,0,0,0,0,0
57,57,42,50,59,60,55,56,56,57,59,61,55,55,60,49,62,59,52,68,61,47,57,46,56,60,61,54,53,52,0.5,0,0,0,0,0,0,0,1,0,0,0,0
66,70,19,13,13,24,10,14,12,14,28,23,34,25,32,58,36,13,60,33,42,14,26,24,16,19,17,13,14,11,0.409090909,0,0,0,0,0,0,0,0,1,0,0,0
59,59,60,57,46,58,35,60,49,33,61,60,71,65,65,48,64,58,60,61,52,55,75,59,58,59,48,53,61,63,0.444444444,0,1,0,0,0,0,0,0,0,0,0,0
59,60,68,42,48,61,44,57,70,35,54,53,60,62,64,50,76,58,63,62,56,39,53,47,62,53,47,43,46,49,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0
73,76,72,40,56,72,52,69,58,43,64,73,76,72,72,74,74,58,75,77,67,46,69,70,50,51,50,75,77,80,0.394230769,0,0,0,0,0,0,0,0,0,1,0,0
64,64,19,18,18,24,17,19,18,20,32,30,20,28,37,43,35,20,54,32,58,21,32,24,18,27,21,19,20,17,0.25,0,0,0,0,0,1,0,0,0,0,0,0
64,69,63,48,53,66,47,58,49,52,62,65,61,67,62,61,70,49,69,72,78,54,71,72,31,55,45,60,58,54,0.5,0,0,0,0,0,0,0,0,0,0,1,0
64,64,43,45,74,57,50,51,32,43,51,54,44,52,40,57,47,56,71,60,81,36,67,58,56,34,50,58,64,60,0.35,0,0,0,0,0,0,1,0,0,0,0,0
59,68,24,21,21,21,16.02846291,21,15.08827324,24,53,22,53,50,46.37987274,48,47.35201236,21,61.6920131,49,85,21,35,32,27,27.34261733,27,21,21,16.64808915,0,0,0,0,0,0,0,0,0,0,1,0,0
69,74,50,69,63,63,71,72,58,52,55,70,79,77,80,65,73,71,64,69,62,61,53,37,72,59,68,33,31,28,0.37037037,0,0,0,1,0,0,0,0,0,0,0,0
64,64,38,46,66,57,47,22,32,49,51,63,44,48,57,66,49,67,52,67,73,50,71,61,50,46,42,65,64,56,0.363636364,0,0,0,0,0,0,0,0,0,0,0,1
64,72,53,66,60,60,60,60,42,28,28,57,70,71,66,65,57,63,63,69,73,58,62,40,65,65,67,31,35,27,0,0,0,0,0,0,0,0,1,0,0,0,0
64,67,64,31,37,66,32,53,48,45,58,51,73,79,67,68,67,56,73,78,71,28,78,60,51,63,56,62,66,65,0.352941176,0,0,0,0,0,0,1,0,0,0,0,0
67,72,63,44,72,63,49,44,64,64,66,67,61,65,55,62,65,63,76,61,71,61,63,66,46,64,57,74,69,68,0,1,0,0,0,0,0,0,0,0,0,0,0
67,68,54,23,68,58,13,34,36,37,59,48,70,74,56,64,63,55,69,73,73,33,70,64,41,55,46,63,68,73,0.431818182,0,0,0,0,0,0,0,1,0,0,0,0
70,73,69,69,71,68,64,69,64,60,64,69,77,76,73,73,67,68,80,78,74,66,71,52,73,72,61,36,46,50,0.458333333,0,0,0,0,0,0,0,0,1,0,0,0
68,72,61,64,68,67,63,73,60,62,63,76,66,72,64,65,56,75,64,69,81,69,67,55,62,65,58,39,46,45,0.357142857,0,0,0,0,0,0,1,0,0,0,0,0
68,69,64,70,68,70,65,68,59,66,66,68,75,76,72,61,68,70,63,72,68,63,57,31,74,65,75,26,52,56,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0
74,77,76,56,78,68,51,63,64,45,69,67,68,68,60,72,63,74,74,77,81,55,81,74,62,63,60,74,77,72,0.4,0,1,0,0,0,0,0,0,0,0,0,0
64,69,24,27,64,57,38.92365068,29,36.56956238,27,46,55,54,60,53.23029701,58,62.30969775,38,72.30480503,66,73,28,64,53,56,44.88919946,62,66,64,58.46778829,0.346153846,0,0,0,0,0,0,0,0,1,0,0,0
71,75,21,19,21,21,16,19,19,19,31,22,44,39,50,66,46,22,62,39,71,21,25,24,19,30,21,18,19,19,0.3875,0,0,1,0,0,0,0,0,0,0,0,0
72,75,15,15,17,19,11,17,11,13,35,17,63,60,65,67,56,18,73,54,64,17,45,28,20,35,23,16,16,12,0.5,0,0,0,0,0,0,0,0,0,0,0,1
66,67,20,19,19,31,21,22,21,17,40,24,55,48,61,73,57,40,73,42,69,20,40,28,18,34,36,20,19,17,0.4,0,0,1,0,0,0,0,0,0,0,0,0
73,75,70,58,68,74,68,66,65,62,74,72,76,77,69,74,66,70,69,79,68,66,75,74,64,64,68,74,74,70,0.5,0,0,0,0,0,0,1,0,0,0,0,0
60,63,63,62,67,52,43,57,44,42,48,55,56,57,59,59,60,62,70,60,72,52,35,19,64,53,60,20,22,27,0.2,0,0,0,0,0,0,0,0,1,0,0,0
60,61,56,46,53,56,48,64,56,37,44,55,68,72,69,60,64,47,67,71,57,53,80,55,57,57,49,57,58,63,0.5,0,0,0,0,0,0,0,1,0,0,0,0
62,63,18,20,18,32,15,18,21,20,42,18,32,41,33,47,46,27,53,39,50,17,35,26,15,20,23,20,18,15,0.3,0,0,0,0,0,0,0,0,0,0,0,1
60,62,58,37,44,54,48,62,52,40,54,59,74,68,71,65,66,49,41,87,52,49,53,56,55,51,43,58,56,58,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0
58,60,55,46,63,53,46,56,47,46,51,60,64,70,65,47,54,53,54,72,66,53,56,47,53,59,49,59,61,61,0.25,0,0,0,0,1,0,0,0,0,0,0,0
65,66,61,53,40,63,55,65,64,56,62,65,72,76,70,62,71,64,74,70,58,54,62,52,61,67,57,42,35,41,0.315789474,0,1,0,0,0,0,0,0,0,0,0,0
70,72,19,20,21,30,18,19,17,17,44,23,45,44,39,75,43,37,76,34,66,17,36,26,20,30,29,20,19,19,0.405660377,0,1,0,0,0,0,0,0,0,0,0,0
62,64,46,50,67,53,41,52,46,42,60,54,61,66,58,50,59,48,68,68,74,53,70,61,40,50,46,66,67,64,0.3,0,0,1,0,0,0,0,0,0,0,0,0
60,61,37,24,59,50,22,40,40,38,58,47,55,53,46,50,59,44,69,67,72,36,70,60,28,30,38,57,59,57,0,0,0,0,0,0,0,0,1,0,0,0,0
67,70,58,37,59,55,50,49,38,27,59,49,73,76,72,64,64,55,69,86,73,48,79,63,57,54,35,66,69,70,0.363636364,0,0,0,0,0,0,0,0,0,1,0,0
64,66,61,59,66,61,65,64,66,49,41,67,72,69,63,59,64,62,66,76,72,62,75,45,64,57,55,37,34,46,0.361111111,0,0,0,0,0,0,0,0,0,0,1,0
60,62,18,19,18,20,16,18,15,19,26,21,38,44,51,49,49,20,52,42,63,18,34,24,18,34,25,17,19,20,0,0,1,0,0,0,0,0,0,0,0,0,0
62,63,34,43,54,65,52,45,45,56,55,54,46,55,47,67,68,72,60,60,67,70,72,67,26,63,35,59,61,63,0.352941176,0,0,0,0,0,0,0,0,0,1,0,0
65,66,61,52,46,67,63,64,42,57,69,65,75,62,81,58,68,62,44,70,47,62,72,60,60,69,56,50,54,54,0.5,0,0,0,1,0,0,0,0,0,0,0,0
70,70,65,45,79,59,36,38,48,49,53,50,47,60,42,61,58,75,61,70,86,54,86,69,52,54,68,67,72,72,0.418604651,0,0,0,0,1,0,0,0,0,0,0,0
62,62,61,58,49,56,55,60,59,52,58,61,72,75,72,57,73,69,72,34,62,60,52,25,64,61,55,26,22,21,0.5,0,0,0,0,0,0,0,0,1,0,0,0
70,71,70,59,34,69,64,72,66,60,62,69,82,78,76,69,73,64,61,65,47,65,70,48,65,69,54,33,42,41,0.375,0,0,0,0,0,0,0,1,0,0,0,0
61,63,22,20,22,35,17,20,15,24,41,21,57,55,59,50,57,25,54,42,72,19,29,31,21,31,27,23,23,19,0.38,0,0,0,0,0,0,0,0,0,1,0,0
66,69,56,58,76,49,49,57,35,27,48,45,71,69,74,73,68,63,84,75,69,50,70,61,53,44,53,67,67,72,0.347826087,0,0,1,0,0,0,0,0,0,0,0,0
65,67,55,58,63,62,53,55,65,60,67,61,66,66,59,58,59,61,66,83,71,58,66,70,64,66,70,59,63,58,0.419354839,0,0,0,0,0,0,0,0,0,0,1,0
61,64,15,15,15,27,12,17,11,14,30,19,35,40,56,70,51,21,67,41,63,12,38,27,22,40,23,15,14,12,0.5,0,0,0,0,0,0,0,0,1,0,0,0
64,64,17,17,20,20,12,17,16,16,27,33,56,62,61,57,44,21,64,34,56,18,32,28,17,32,33,15,16,13,0.37704918,0,0,0,0,0,0,0,0,0,0,1,0
64,64,23,22,23,22,22,22,22,22,21,22,25,23,21,56,28,33,35,28,44,22,38,21,22,29,25,24,23,21,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0
62,64,18,16,19,22,16,25,15,19,27,30,46,49,31,58,46,25,54,50,86,19,48,20,15,35,31,19,18,16,0,0,0,0,0,0,0,1,0,0,0,0,0
65,66,42,37,67,56,50,41,20,40,62,50,48,50,48,54,53,47,57,66,78,43,67,62,14,43,48,67,67,63,0,0,0,0,0,1,0,0,0,0,0,0,0
60,65,50,47,56,54,54,46,49,56,52,56,67,60,52,50,62,44,66,69,57,64,65,63,48,51,56,62,65,59,0,0,0,0,0,0,0,0,0,0,1,0,0
62,66,56,47,47,54,33,52,58,60,51,58,71,76,59,56,61,65,60,74,71,67,81,55,50,51,33,59,64,62,0.5,0,1,0,0,0,0,0,0,0,0,0,0
67,68,52,35,70,61,33,52,50,44,54,62,67,70,67,61,63,39,68,78,69,56,63,69,39,43,50,70,70,67,0.363636364,1,0,0,0,0,0,0,0,0,0,0,0
63,67,58,30,50,65,50,42,47,34,62,52,71,71,65,59,70,38,77,74,70,45,59,57,36,52,56,65,70,65,0.388888889,0,0,0,0,0,0,1,0,0,0,0,0
58,63,53,61,52,56,58,61,56,59,48,60,73,58,63,53,47,52,46,67,43,41,45,59,56,62,60,24,31,26,0,0,1,0,0,0,0,0,0,0,0,0,0
64,66,65,46,51,64,52,62,57,35,64,61,76,75,68,61,66,63,64,81,64,58,72,55,56,60,46,60,63,61,0,0,0,1,0,0,0,0,0,0,0,0,0
59,61,50,45,41,57,50,66,59,48,52,60,60,59,56,52,59,52,58,68,70,58,61,61,61,65,60,50,46,48,0,0,0,0,0,0,0,1,0,0,0,0,0
62,62,13,18,17,20,15,17,15,15,16,19,36,42,42,52,41,23,53,40,66,13,45,21,18,32,18,15,18,15,0.433333333,0,1,0,0,0,0,0,0,0,0,0,0
58,60,57,44,43,53,52,57,55,54,51,52,59,66,54,47,47,41,56,61,72,48,64,56,38,42,51,60,69,52,0.416666667,0,0,0,0,0,0,0,0,1,0,0,0
60,59,50,35,64,58,57,39,28,52,50,58,41,38,57,57,55,67,54,56,74,51,58,63,35,39,51,57,62,55,0.5,0,1,0,0,0,0,0,0,0,0,0,0
61,63,51,55,55,59,56,56,50,40,44,64,64,62,57,50,62,60,60,75,69,72,58,57,60,55,54,54,65,52,0.357142857,0,0,0,0,0,0,0,0,0,0,0,1
78,80,76,64,70,74,66,71,69,45,67,73,78,80,68,78,70,73,71,80,75,63,76,75,69,65,59,68,75,80,0.395061728,0,0,0,0,1,0,0,0,0,0,0,0
61,66,39,21,67,60,33,43,29,25,42,52,37,39,38,55,63,44,57,62,72,19,63,51,23,25,35,62,58,65,0.342105263,0,0,0,0,0,0,0,0,0,0,0,1
64,68,60,64,46,63,65,67,62,57,55,59,82,84,71,56,70,64,69,71,55,50,36,42,64,69,64,28,41,25,0.380952381,0,0,0,0,0,0,0,0,0,1,0,0
60,60,43,30,30,58,49,45,45,44,57,56,58,54,49,48,54,63,52,71,78,55,69,51,35,50,30,62,70,52,0.4375,0,0,0,0,0,0,1,0,0,0,0,0
64,64,67,50,50,63,61,60,67,63,64,58,70,70,81,57,81,76,75,83,65,72,72,69,55,59,55,62,63,58,0.388888889,0,0,0,1,0,0,0,0,0,0,0,0
62,64,47,40,54,54,49,45,35,46,54,55,57,60,59,46,68,42,71,70,62,54,68,66,49,39,42,63,65,71,0.35,0,1,0,0,0,0,0,0,0,0,0,0
61,62,48,54,61,62,44,55,44,43,55,49,60,63,40,49,62,56,60,70,73,33,65,66,28,60,53,54,57,66,0.363636364,0,0,0,0,0,0,0,0,0,0,1,0
63,69,62,57,43,66,50,62,61,55,60,62,69,76,64,62,58,60,77,81,69,47,59,57,58,64,68,57,60,55,0.328947368,1,0,0,0,0,0,0,0,0,0,0,0
66,70,72,31,63,64,37,63,76,64,61,69,70,73,73,61,76,66,76,76,63,55,66,62,53,53,45,65,67,65,0.375,0,0,0,0,0,0,0,0,1,0,0,0
63,65,19,16,16,16,14,19,19,18,31,24,32,50,46,46,59,32,56,33,57,16,39,23,22,30,22,19,21,20,0.347222222,0,0,0,0,0,0,0,0,0,0,1,0
66,67,59,67,68,61,63,62,63,54,51,65,65,67,64,64,59,66,70,62,69,64,29,27,68,57,66,17,28,27,0.333333333,0,0,0,0,0,0,0,0,0,0,0,1
72,75,64,58,47,73,64,80,59,65,64,73,83,76,81,64,79,64,65,51,38,60,30,33,57,78,65,40,38,21,0.333333333,0,0,0,0,0,0,0,0,0,1,0,0
72,78,69,62,61,76,55.38580035,66,63.02113453,62,73,72,75,73,70.77383828,72,70.17041686,70,60.95052191,78,66,41,79,72,71,67.34476386,66,70,71,64.10983109,0.5,0,1,0,0,0,0,0,0,0,0,0,0
65,67,48,26,72,53,41,48,32,44,58,51,63,57,59,62,60,63,65,76,67,52,72,67,18,49,57,65,65,60,0,0,0,0,0,0,0,0,0,0,0,0,1
73,74,69,70,43,70,74,81,72,68,67,77,76,69,80,69,77,70,69,65,47,73,33,28,69,70,70,20,24,25,0.435483871,0,0,0,0,0,0,0,0,0,0,1,0
71,74,54,75,70,65,66,67,66,60,55,71,69,72,70,71,62,72,54,66,55,66,56,31,74,57,69,41,41,28,0.357142857,0,0,0,0,0,0,0,0,0,0,0,1
70,74,54,72,65,65,74,73,63,71,51,74,73,76,77,75,71,71,72,70,70,69,67,42,72,53,69,37,35,30,0.357142857,1,0,0,0,0,0,0,0,0,0,0,0
64,68,66,65,66,60,52.35006466,65,62.59561416,62,58,72,76,68,70.09486172,61,71.25613327,67,69.3609519,72,60,67,54,60,62,61.75978509,60,59,60,64.63649142,0.357142857,0,0,0,0,0,0,0,1,0,0,0,0
67,70,61,67,71,62,62,64,53,42,55,64,70,74,63,64,71,68,49,76,80,58,57,28,69,46,63,28,23,21,0.444444444,0,0,0,0,0,0,0,0,0,0,1,0
65,69,16,16,17,22,14,15,18,19,27,21,35,37,43,66,44,16,66,39,56,16,24,24,19,28,18,18,16,13,0.416666667,1,0,0,0,0,0,0,0,0,0,0,0
81,83,66,83,79,71,84,78,70,54,58,80,69,72,63,80,61,84,67,73,77,78,50,54,83,74,72,17,28,18,0.413580247,0,0,0,0,0,0,0,1,0,0,0,0
54,60,49,40,40,55,47.86959272,50,48.75002757,46,49,57,55,58,56.99155085,55,58.10816676,42,60.608063,62,53,46,55,55,58,52.64033979,52,56,60,51.49180169,0.5,0,0,0,0,0,0,0,0,1,0,0,0
59,62,41,37,60,49,31.09316776,30,37.98504237,39,47,41,53,57,50.05586518,55,60.70639051,59,66.90206185,65,75,39,70,59,62,45.5027258,65,56,60,60.77780576,0,0,0,0,0,0,0,0,1,0,0,0,0
55,63,54,44,53,49,31,59,41,39,46,54,62,62,53,44,50,71,58,63,67,55,58,54,44,54,38,59,55,62,0,0,0,0,0,0,0,0,0,0,0,0,1
56,64,39,29,57,54,33.87049843,27,33.2373873,41,47,51,58,60,55.04478036,56,63.56843378,56,64.13746141,61,66,27,56,59,56,47.54918284,60,50,56,54.89895846,0,1,0,0,0,0,0,0,0,0,0,0,0
54,61,49,24,38,61,34,53,41,55,54,59,61,65,60,59,67,61,71,59,61,42,62,43,51,51,56,50,48,42,0.333333333,0,0,0,0,0,0,0,0,0,0,0,1
65,68,62,59,34,60,56,69,63,61,53,66,76,72,73,65,43,61,62,65,45,60,49,53,59,61,57,32,37,38,0.25,0,0,0,0,0,1,0,0,0,0,0,0
70,77,63,41,62,74,54,62,61,58,72,73,59,60,56,68,60,76,68,75,80,73,78,72,60,65,56,61,73,67,0.326086957,0,0,0,0,0,0,0,0,0,0,0,1
66,66,55,55,54,67,62,62,63,61,61,70,72,66,71,61,83,63,84,74,72,60,63,67,44,56,50,66,67,63,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0
59,61,51,38,54,48,36.16898626,38,42.31093807,45,45,51,67,65,65.049373,60,70.64618353,63,64.03378221,63,62,46,66,59,64,52.53626618,61,60,61,59.44484855,0,0,0,0,0,0,0,1,0,0,0,0,0
65,65,28,70,72,57,66,48,37,34,30,58,56,53,48,63,52,74,60,59,78,65,59,19,68,56,62,14,22,12,0.5,0,1,0,0,0,0,0,0,0,0,0,0
68,68,25,25,25,21,25,25,25,25,25,23,46,47,38,58,51,25,62,53,73,25,22,24,25,25,20,25,25,25,0.357142857,0,0,0,0,0,0,0,1,0,0,0,0
66,76,61,60,59,71,65,66,77,59,65,69,70,78,61,65,61,51,54,66,56,57,58,50,64,72,45,28,23,16,0,0,0,0,1,0,0,0,0,0,0,0,0
76,81,72,75,62,76,75,77,72,75,73,78,75,76,77,73,77,84,78,77,83,77,66,59,76,76,76,28,36,26,0.384615385,1,0,0,0,0,0,0,0,0,0,0,0
67,68,64,64,63,72,57,71,60,64,73,62,71,69,57,66,50,62,47,69,61,62,59,57,66,61,65,55,51,49,0.5,0,0,0,0,0,0,0,0,0,1,0,0
65,70,43,36,66,54,36,49,38,43,50,55,62,64,56,59,59,61,69,69,74,44,81,64,41,40,51,61,65,63,0.357142857,0,0,0,0,0,0,0,1,0,0,0,0
63,66,39,27,53,56,21,31,29,35,59,52,59,57,55,67,69,36,70,67,72,34,74,64,47,51,37,59,66,66,0,0,0,0,0,0,0,0,0,0,0,1,0
73,77,64,58,83,76,63,69,65,48,72,74,54,56,68,72,65,74,86,70,77,65,73,73,68,73,67,70,73,74,0.3,1,0,0,0,0,0,0,0,0,0,0,0
62,68,48,64,60,57,58.71140038,68,56.80134928,42,48,50,61,63,62.00332164,68,59.84343391,64,65.82252433,65,66,61,58,42,54,53.97613323,57,21,28,23.41740308,0.5,0,0,0,0,1,0,0,0,0,0,0,0
78,81,83,54,74,76,60,75,75,80,77,77,73,69,63,77,60,89,78,77,78,84,80,78,69,71,71,76,82,80,0.417721519,0,0,0,0,0,0,0,0,0,1,0,0
68,75,18,17,17,21,7,16,11,16,46,22,43,40,78,71,31,16,54,31,36,16,26,42,27,49,27,16,15,9,0.333333333,0,0,0,0,0,0,0,0,0,1,0,0
67,72,42,21,71,66,32.78254467,44,43.59682545,33,57,66,59,65,57.47845845,68,65.54591848,54,66.83152192,77,82,21,75,49,52,51.78557659,43,71,67,65.17993896,0.5,0,0,0,0,0,0,0,0,1,0,0,0
58,63,48,23,58,45,34.9211411,21,38.62331278,26,54,40,55,63,53.64013844,59,57.42918685,53,68.72877501,64,65,24,69,49,55,48.17351355,51,61,66,63.08172768,0.5,0,0,0,1,0,0,0,0,0,0,0,0
